ID,Prob1
136, 0.43498
137, 0.94617
138, 0.26533
139, 0.87756
140, 0.51428
141, 0.39507
142, 0.73742
143, 0.20715
144, 0.75070
145, 0.47763
146, 0.41409
147, 0.50362
148, 0.17640
149, 0.25852
150, 0.42866
151, 0.98884
152, 0.46446
153, 0.68814
154, 0.43357
155, 0.33936
156, 0.48289
157, 0.54210
158, 0.39949
159, 0.59772
160, 0.83112
161, 0.28216
162, 0.37202
163, 0.65481
164, 0.88902
165, 0.16213
166, 0.24914
167, 0.27513
168, 0.48742
169, 0.44743
170, 0.79768
171, 0.68450
172, 0.53536
173, 0.54491
174, 0.33913
175, 0.42857
176, 0.96847
177, 0.24638
178, 0.60129
179, 0.25485
180, 0.89390
181, 0.34827
182, 0.47588
183, 0.30357
184, 0.23139
185, 0.57262
186, 0.56326
187, 0.38345
188, 0.36343
189, 0.33481
190, 0.40222
191, 0.87131
192, 0.34482
193, 0.74520
194, 0.47531
195, 0.64707
196, 0.44307
197, 0.72302
198, 0.89732
199, 0.80062
200, 0.47797
201, 0.64972
202, 0.42718
203, 0.80324
204, 0.23980
205, 0.19073
206, 0.17902
207, 0.47025
208, 0.51110
209, 0.34674
210, 0.56939
211, 0.36206
212, 0.81924
213, 0.69540
214, 0.43178
215, 0.23806
216, 0.88703
217, 0.82644
218, 0.87418
219, 0.70836
220, 0.51851
221, 0.47048
222, 0.44848
223, 0.75739
224, 0.65282
225, 0.41739
226, 0.96825
227, 0.27411
228, 0.69452
229, 0.79522
230, 0.60583
231, 0.92088
232, 0.36351
233, 0.34827
234, 0.31186
235, 0.37810
236, 0.19549
237, 0.24745
238, 0.36832
239, 0.41183
240, 0.68010
241, 0.22995
242, 0.59928
243, 0.65755
244, 0.27009
245, 0.82728
246, 0.85894
247, 0.41129
248, 0.68724
249, 0.51637
250, 0.43080
251, 0.94182
252, 0.40009
253, 0.30095
254, 0.37999
255, 0.49993
256, 0.98311
257, 0.84684
258, 0.88002
259, 0.98325
260, 0.30506
261, 0.55350
262, 0.35767
263, 0.41605
264, 0.81623
265, 0.62736
266, 0.23516
267, 0.32419
268, 0.68509
269, 0.14018
270, 0.18200
271, 0.47137
272, 0.53656
273, 0.49268
274, 0.73850
275, 0.47578
276, 0.40283
277, 0.45642
278, 0.66566
279, 0.50579
280, 0.32254
281, 0.55713
282, 0.54809
283, 0.39902
284, 0.81108
285, 0.80271
286, 0.38981
287, 0.34868
288, 0.53542
289, 0.29938
290, 0.74328
291, 0.31849
292, 0.32463
293, 0.24908
294, 0.51035
295, 0.44580
296, 0.55627
297, 0.33943
298, 0.73976
299, 0.40788
300, 0.28318
301, 0.17786
302, 0.81775
303, 0.58675
304, 0.21726
305, 0.26161
306, 0.30345
307, 0.25825
308, 0.43995
309, 0.32753
310, 0.55890
311, 0.32529
312, 0.29186
313, 0.59319
314, 0.73118
315, 0.61483
316, 0.23904
317, 0.43822
318, 0.50067
319, 0.47182
320, 0.63108
321, 0.18871
322, 0.21073
323, 0.40118
324, 0.31098
325, 0.20389
326, 0.35347
327, 0.52155
328, 0.96539
329, 0.52094
330, 0.81091
331, 0.42098
332, 0.79447
333, 0.37556
334, 0.59921
335, 0.34917
336, 0.45949
337, 0.56220
338, 0.70410
339, 0.31621
340, 0.58332
341, 0.70119
342, 0.46705
343, 0.33721
344, 0.80788
345, 0.36736
346, 0.22910
347, 0.27358
348, 0.52110
349, 0.21115
350, 0.51389
351, 0.45931
352, 0.37583
353, 0.28711
354, 0.30502
355, 0.32682
356, 0.89993
357, 0.82811
358, 0.34110
359, 0.36864
360, 0.56779
361, 0.51020
362, 0.30206
363, 0.75129
364, 0.51676
365, 0.88941
366, 0.86973
367, 0.55288
368, 0.52682
369, 0.47711
370, 0.28960
371, 0.55491
372, 0.91439
373, 0.55031
374, 0.66843
375, 0.87307
376, 0.88398
377, 0.41685
378, 0.24719
379, 0.80453
380, 0.95872
381, 0.20104
382, 0.27334
383, 0.24492
384, 0.84324
385, 0.32828
386, 0.44364
387, 0.63885
388, 0.39553
389, 0.93217
390, 0.45386
391, 0.18097
392, 0.47774
393, 0.98241
394, 0.75287
395, 0.28073
396, 0.41303
397, 0.19620
398, 0.60978
399, 0.27447
400, 0.31368
401, 0.53681
402, 0.96642
403, 0.25743
404, 0.61762
405, 0.47597
406, 0.26396
407, 0.32627
408, 0.32453
409, 0.70979
410, 0.33865
411, 0.47491
412, 0.28546
413, 0.75441
414, 0.40879
415, 0.56098
416, 0.42915
417, 0.59338
418, 0.20962
419, 0.50771
420, 0.90921
421, 0.93700
422, 0.45529
423, 0.46507
424, 0.46738
425, 0.25189
426, 0.61460
427, 0.29237
428, 0.55829
429, 0.96646
430, 0.74827
431, 0.78585
432, 0.26830
433, 0.51135
434, 0.62661
435, 0.26857
436, 0.84079
437, 0.54644
438, 0.87931
439, 0.32769
440, 0.35714
441, 0.50885
442, 0.65920
443, 0.34108
444, 0.59634
445, 0.29479
446, 0.45138
447, 0.24679
448, 0.38149
449, 0.40872
450, 0.98468
451, 0.25851
452, 0.43418
453, 0.84719
454, 0.57135
455, 0.94753
456, 0.49664
457, 0.40272
458, 0.44531
459, 0.55779
460, 0.20799
461, 0.57130
462, 0.30195
463, 0.94190
464, 0.19479
465, 0.63644
466, 0.67866
467, 0.57723
468, 0.27122
469, 0.32268
470, 0.73208
471, 0.41755
472, 0.50093
473, 0.64167
474, 0.38322
475, 0.84609
476, 0.21347
477, 0.26877
478, 0.34407
479, 0.74663
480, 0.19379
481, 0.42705
482, 0.26031
483, 0.80385
484, 0.89965
485, 0.89639
486, 0.49993
487, 0.69290
488, 0.58386
489, 0.23352
490, 0.12570
491, 0.88591
492, 0.39501
493, 0.38053
494, 0.34569
495, 0.54668
496, 0.39605
497, 0.48367
498, 0.88904
499, 0.32376
500, 0.29931
501, 0.40781
502, 0.98317
503, 0.54565
504, 0.28877
505, 0.74876
506, 0.29875
507, 0.76172
508, 0.83653
509, 0.34784
510, 0.31350
511, 0.44024
512, 0.41364
513, 0.84209
514, 0.19943
515, 0.72381
516, 0.46170
517, 0.74852
518, 0.97394
519, 0.29789
520, 0.28667
521, 0.98796
522, 0.72442
523, 0.60023
524, 0.50367
525, 0.90627
526, 0.96773
527, 0.72733
528, 0.21556
529, 0.37691
530, 0.37749
531, 0.66174
532, 0.32288
533, 0.43898
534, 0.73751
535, 0.17701
536, 0.40216
537, 0.43126
538, 0.48344
539, 0.54617
540, 0.46693
541, 0.88823
542, 0.36447
543, 0.88784
544, 0.42651
545, 0.94001
546, 0.35117
547, 0.27135
548, 0.27122
549, 0.48593
550, 0.28410
551, 0.47904
552, 0.62006
553, 0.72809
554, 0.31561
555, 0.28807
556, 0.77068
557, 0.78725
558, 0.60572
559, 0.98828
560, 0.28913
561, 0.31346
562, 0.36400
563, 0.16683
564, 0.36557
565, 0.35964
566, 0.24051
567, 0.23188
568, 0.66025
569, 0.92810
570, 0.15364
571, 0.82733
572, 0.32874
573, 0.42414
574, 0.95925
575, 0.58688
576, 0.72316
577, 0.45893
578, 0.19195
579, 0.31870
580, 0.40092
581, 0.79876
582, 0.44681
583, 0.53172
584, 0.35298
585, 0.22214
586, 0.36094
587, 0.31360
588, 0.74462
589, 0.42598
590, 0.98790
591, 0.33241
592, 0.36634
593, 0.46439
594, 0.88835
595, 0.20255
596, 0.67695
597, 0.46220
598, 0.55432
599, 0.89550
600, 0.76671
601, 0.49855
602, 0.54728
603, 0.44232
604, 0.75608
605, 0.44861
606, 0.67649
607, 0.39781
608, 0.72657
609, 0.72830
610, 0.72373
611, 0.74259
612, 0.26806
613, 0.57426
614, 0.76521
615, 0.78858
616, 0.92181
617, 0.64714
618, 0.97143
619, 0.24101
620, 0.38591
621, 0.25608
622, 0.92829
623, 0.81924
624, 0.26760
625, 0.64405
626, 0.18619
627, 0.55471
628, 0.25418
629, 0.58303
630, 0.62617
631, 0.22711
632, 0.86841
633, 0.83808
634, 0.86283
635, 0.75054
636, 0.92722
637, 0.92127
638, 0.29856
639, 0.62424
640, 0.21988
641, 0.29469
642, 0.50530
643, 0.41319
644, 0.44194
645, 0.71521
646, 0.64759
647, 0.34867
648, 0.22025
649, 0.70646
650, 0.49444
651, 0.27536
652, 0.80460
653, 0.46837
654, 0.90611
655, 0.67620
656, 0.78487
657, 0.78447
658, 0.12731
659, 0.72398
660, 0.84799
661, 0.54123
662, 0.23955
663, 0.35123
664, 0.62882
665, 0.56941
666, 0.44537
667, 0.28153
668, 0.44269
669, 0.41477
670, 0.24624
671, 0.60238
672, 0.38227
673, 0.52821
674, 0.25979
675, 0.24359
676, 0.74418
677, 0.34093
678, 0.22075
679, 0.81211
680, 0.58235
681, 0.72441
682, 0.25276
683, 0.40345
684, 0.16827
685, 0.66064
686, 0.20615
687, 0.28740
688, 0.31955
689, 0.32505
690, 0.61850
691, 0.93744
692, 0.54271
693, 0.29954
694, 0.45501
695, 0.57878
696, 0.20004
697, 0.30676
698, 0.98036
699, 0.39139
700, 0.68016
701, 0.37169
702, 0.97539
703, 0.86401
704, 0.49079
705, 0.88005
706, 0.70222
707, 0.16131
708, 0.61483
709, 0.74513
710, 0.90485
711, 0.58253
712, 0.38800
713, 0.57773
714, 0.45844
715, 0.61462
716, 0.85794
717, 0.89813
718, 0.89196
719, 0.86553
720, 0.74887
721, 0.36855
722, 0.29626
723, 0.45651
724, 0.39636
725, 0.28495
726, 0.54431
727, 0.34858
728, 0.54538
729, 0.65794
730, 0.24535
731, 0.94582
732, 0.66385
733, 0.51402
734, 0.42183
735, 0.42963
736, 0.52090
737, 0.40605
738, 0.64061
739, 0.84659
740, 0.57363
741, 0.36027
742, 0.52131
743, 0.58580
744, 0.49680
745, 0.48587
746, 0.19312
747, 0.34317
748, 0.49530
749, 0.61687
750, 0.30107
751, 0.73018
752, 0.53770
753, 0.50272
754, 0.88784
755, 0.45062
756, 0.47993
757, 0.99027
758, 0.80834
759, 0.20530
760, 0.88706
761, 0.31811
762, 0.53502
763, 0.83038
764, 0.37158
765, 0.30553
766, 0.98525
767, 0.31518
768, 0.58588
769, 0.28351
770, 0.55854
771, 0.60066
772, 0.54664
773, 0.27292
774, 0.78198
775, 0.36882
776, 0.57967
777, 0.36432
778, 0.63059
779, 0.43254
780, 0.97979
781, 0.75177
782, 0.79050
783, 0.54300
784, 0.49578
785, 0.32382
786, 0.38219
787, 0.46841
788, 0.30044
789, 0.30509
790, 0.40879
791, 0.76526
792, 0.24763
793, 0.81615
794, 0.35116
795, 0.45886
796, 0.29565
797, 0.48437
798, 0.27416
799, 0.34160
800, 0.91817
801, 0.39262
802, 0.78924
803, 0.55501
804, 0.92075
805, 0.62144
806, 0.40868
807, 0.65627
808, 0.55832
809, 0.53985
810, 0.65727
811, 0.88306
812, 0.44208
813, 0.53635
814, 0.39180
815, 0.39762
816, 0.34855
817, 0.31976
818, 0.59166
819, 0.20114
820, 0.96073
821, 0.28730
822, 0.14595
823, 0.46360
824, 0.35639
825, 0.18808
826, 0.17728
827, 0.55737
828, 0.51821
829, 0.47214
830, 0.23231
831, 0.33246
832, 0.94463
833, 0.63350
834, 0.56835
835, 0.71341
836, 0.62533
837, 0.24627
838, 0.34618
839, 0.24618
840, 0.28551
841, 0.77075
842, 0.49188
843, 0.35166
844, 0.80275
845, 0.92852
846, 0.44743
847, 0.60232
848, 0.25560
849, 0.27032
850, 0.69744
851, 0.25979
852, 0.85183
853, 0.94308
854, 0.13030
855, 0.38754
856, 0.45191
857, 0.23858
858, 0.26575
859, 0.22807
860, 0.44804
861, 0.85954
862, 0.39732
863, 0.39952
864, 0.33004
865, 0.46534
866, 0.48277
867, 0.39097
868, 0.35995
869, 0.37439
870, 0.35214
871, 0.23554
872, 0.95190
873, 0.75259
874, 0.26795
875, 0.88231
876, 0.24977
877, 0.71634
878, 0.49254
879, 0.23299
880, 0.79267
881, 0.81651
882, 0.25030
883, 0.18276
884, 0.33459
885, 0.92508
886, 0.56800
887, 0.20435
888, 0.65627
889, 0.79340
890, 0.96584
891, 0.39632
892, 0.30319
893, 0.27898
894, 0.32371
895, 0.98792
896, 0.83686
897, 0.61530
898, 0.82828
899, 0.97723
900, 0.51525
901, 0.28025
902, 0.63956
903, 0.96064
904, 0.75416
905, 0.42562
906, 0.95301
907, 0.93536
908, 0.54732
909, 0.34663
910, 0.37128
911, 0.27268
912, 0.44470
913, 0.53002
914, 0.90664
915, 0.30395
916, 0.41004
917, 0.22958
918, 0.35261
919, 0.36416
920, 0.61738
921, 0.35664
922, 0.63172
923, 0.44050
924, 0.50923
925, 0.20154
926, 0.60951
927, 0.63351
928, 0.39104
929, 0.35024
930, 0.68086
931, 0.27223
932, 0.29091
933, 0.62874
934, 0.70715
935, 0.48364
936, 0.43681
937, 0.66788
938, 0.69287
939, 0.30962
940, 0.91954
941, 0.56474
942, 0.65730
943, 0.24486
944, 0.31590
945, 0.21796
946, 0.72323
947, 0.92312
948, 0.70179
949, 0.25342
950, 0.95363
951, 0.55480
952, 0.88205
953, 0.68885
954, 0.25016
955, 0.90427
956, 0.26267
957, 0.89733
958, 0.64701
959, 0.35284
960, 0.89442
961, 0.40908
962, 0.27055
963, 0.44189
964, 0.85225
965, 0.33157
966, 0.34116
967, 0.45529
968, 0.21165
969, 0.46068
970, 0.54020
971, 0.43838
972, 0.55321
973, 0.65373
974, 0.68994
975, 0.31775
976, 0.37403
977, 0.87696
978, 0.70410
979, 0.87713
980, 0.45948
981, 0.42005
982, 0.28708
983, 0.90815
984, 0.59495
985, 0.22376
986, 0.73949
987, 0.49220
988, 0.55164
989, 0.51522
990, 0.96535
991, 0.23051
992, 0.34984
993, 0.73435
994, 0.48367
995, 0.40112
996, 0.28710
997, 0.36044
998, 0.90687
999, 0.20227
1000, 0.39755
1001, 0.30306
1002, 0.88123
1003, 0.96716
1004, 0.36199
1005, 0.75627
1006, 0.27128
1007, 0.36433
1008, 0.78773
1009, 0.37938
1010, 0.39229
1011, 0.55243
1012, 0.19895
1013, 0.47922
1014, 0.37352
1015, 0.68471
1016, 0.31932
1017, 0.37457
1018, 0.63423
1019, 0.96195
1020, 0.35192
1021, 0.65118
1022, 0.61435
1023, 0.41624
1024, 0.82656
1025, 0.26263
1026, 0.92432
1027, 0.98890
1028, 0.45088
1029, 0.38832
1030, 0.97303
1031, 0.84799
1032, 0.71460
1033, 0.32137
1034, 0.16287
1035, 0.34744
1036, 0.53176
1037, 0.57952
1038, 0.23288
1039, 0.13141
1040, 0.76816
1041, 0.86169
1042, 0.71479
1043, 0.38756
1044, 0.69382
1045, 0.58147
1046, 0.45608
1047, 0.41478
1048, 0.38895
1049, 0.50149
1050, 0.24060
1051, 0.13704
1052, 0.31737
1053, 0.28601
1054, 0.53148
1055, 0.24003
1056, 0.85783
1057, 0.25585
1058, 0.76057
1059, 0.39517
1060, 0.96885
1061, 0.41341
1062, 0.94388
1063, 0.13325
1064, 0.25370
1065, 0.46633
1066, 0.57235
1067, 0.23874
1068, 0.74313
1069, 0.97364
1070, 0.39464
1071, 0.77586
1072, 0.24487
1073, 0.94258
1074, 0.67179
1075, 0.50324
1076, 0.31765
1077, 0.73338
1078, 0.40814
1079, 0.90674
1080, 0.32130
1081, 0.87335
1082, 0.96608
1083, 0.70373
1084, 0.77890
1085, 0.33098
1086, 0.53599
1087, 0.18036
1088, 0.62962
1089, 0.94129
1090, 0.21293
1091, 0.63158
1092, 0.88772
1093, 0.82907
1094, 0.29052
1095, 0.71045
1096, 0.58826
1097, 0.35611
1098, 0.54480
1099, 0.21635
1100, 0.42796
1101, 0.23761
1102, 0.43713
1103, 0.45573
1104, 0.80062
1105, 0.40078
1106, 0.19415
1107, 0.82706
1108, 0.64640
1109, 0.69410
1110, 0.68316
1111, 0.92576
1112, 0.22415
1113, 0.52379
1114, 0.33009
1115, 0.56863
1116, 0.30439
1117, 0.44283
1118, 0.61694
1119, 0.58835
1120, 0.24108
1121, 0.85649
1122, 0.24432
1123, 0.61087
1124, 0.40561
1125, 0.97529
1126, 0.51969
1127, 0.61854
1128, 0.90497
1129, 0.85687
1130, 0.49770
1131, 0.73104
1132, 0.27914
1133, 0.17751
1134, 0.42665
1135, 0.30375
1136, 0.50118
1137, 0.31078
1138, 0.90199
1139, 0.52656
1140, 0.29282
1141, 0.21684
1142, 0.89202
1143, 0.44927
1144, 0.70537
1145, 0.97020
1146, 0.21772
1147, 0.34212
1148, 0.87820
1149, 0.28221
1150, 0.86205
1151, 0.36939
1152, 0.42657
1153, 0.58592
1154, 0.53844
1155, 0.35255
1156, 0.93372
1157, 0.46984
1158, 0.56646
1159, 0.72724
1160, 0.64853
1161, 0.63857
1162, 0.33174
1163, 0.36629
1164, 0.42838
1165, 0.24136
1166, 0.90451
1167, 0.22056
1168, 0.34828
1169, 0.62169
1170, 0.47980
1171, 0.55400
1172, 0.31744
1173, 0.35088
1174, 0.52991
1175, 0.30485
1176, 0.43284
1177, 0.51301
1178, 0.80950
1179, 0.23713
1180, 0.44471
1181, 0.70791
1182, 0.27846
1183, 0.21366
1184, 0.34092
1185, 0.73692
1186, 0.97520
1187, 0.46336
1188, 0.26736
1189, 0.80553
1190, 0.54586
1191, 0.35288
1192, 0.26894
1193, 0.37292
1194, 0.31558
1195, 0.57668
1196, 0.36116
1197, 0.92920
1198, 0.29991
1199, 0.42890
1200, 0.52400
1201, 0.84195
1202, 0.51075
1203, 0.44249
1204, 0.15944
1205, 0.42377
1206, 0.63008
1207, 0.90250
1208, 0.40177
1209, 0.43260
1210, 0.43174
1211, 0.28319
1212, 0.60568
1213, 0.70314
1214, 0.58879
1215, 0.58629
1216, 0.31328
1217, 0.31967
1218, 0.51922
1219, 0.35309
1220, 0.72177
1221, 0.20701
1222, 0.35814
1223, 0.14619
1224, 0.52058
1225, 0.67215
1226, 0.34101
1227, 0.25546
1228, 0.56070
1229, 0.93900
1230, 0.94088
1231, 0.41432
1232, 0.56106
1233, 0.52940
1234, 0.36643
1235, 0.36317
1236, 0.45445
1237, 0.97584
1238, 0.59249
1239, 0.44623
1240, 0.85411
1241, 0.33659
1242, 0.33563
1243, 0.37416
1244, 0.36509
1245, 0.80681
1246, 0.54315
1247, 0.42733
1248, 0.70130
1249, 0.34213
1250, 0.23542
1251, 0.36059
1252, 0.64070
1253, 0.65365
1254, 0.31846
1255, 0.49941
1256, 0.31221
1257, 0.79337
1258, 0.27397
1259, 0.41247
1260, 0.12451
1261, 0.54540
1262, 0.32720
1263, 0.96434
1264, 0.21817
1265, 0.22607
1266, 0.42354
1267, 0.31724
1268, 0.25981
1269, 0.90736
1270, 0.74177
1271, 0.84517
1272, 0.66578
1273, 0.78197
1274, 0.62052
1275, 0.41714
1276, 0.32918
1277, 0.71936
1278, 0.73944
1279, 0.61218
1280, 0.42991
1281, 0.36655
1282, 0.71827
1283, 0.75571
1284, 0.65848
1285, 0.37835
1286, 0.54456
1287, 0.84781
1288, 0.72966
1289, 0.13715
1290, 0.85843
1291, 0.69361
1292, 0.38028
1293, 0.18977
1294, 0.80968
1295, 0.88734
1296, 0.82915
1297, 0.22166
1298, 0.36942
1299, 0.25019
1300, 0.71923
1301, 0.87948
1302, 0.82281
1303, 0.31627
1304, 0.48525
1305, 0.57786
1306, 0.45990
1307, 0.26835
1308, 0.35542
1309, 0.40409
1310, 0.32770
1311, 0.50177
1312, 0.35063
1313, 0.28303
1314, 0.48546
1315, 0.63800
1316, 0.45098
1317, 0.32020
1318, 0.78159
1319, 0.33754
1320, 0.40598
1321, 0.29367
1322, 0.29120
1323, 0.84827
1324, 0.55714
1325, 0.82709
1326, 0.71419
1327, 0.70734
1328, 0.63489
1329, 0.28605
1330, 0.92613
1331, 0.95296
1332, 0.86530
1333, 0.64182
1334, 0.23899
1335, 0.34983
1336, 0.20510
1337, 0.71057
1338, 0.52934
1339, 0.40150
1340, 0.26178
1341, 0.43964
1342, 0.82657
1343, 0.42440
1344, 0.24027
1345, 0.87967
1346, 0.94098
1347, 0.75632
1348, 0.67527
1349, 0.26248
1350, 0.34271
1351, 0.94642
1352, 0.90327
1353, 0.51549
1354, 0.98224
1355, 0.84835
1356, 0.61890
1357, 0.26142
1358, 0.42986
1359, 0.49680
1360, 0.34873
1361, 0.41427
1362, 0.23440
1363, 0.34401
1364, 0.19611
1365, 0.44604
1366, 0.31805
1367, 0.23345
1368, 0.62444
1369, 0.54269
1370, 0.81851
1371, 0.90361
1372, 0.46119
1373, 0.80939
1374, 0.55258
1375, 0.66214
1376, 0.85023
1377, 0.30732
1378, 0.52743
1379, 0.30427
1380, 0.55392
1381, 0.16355
1382, 0.80494
1383, 0.21544
1384, 0.28337
1385, 0.47998
1386, 0.26938
1387, 0.28274
1388, 0.43782
1389, 0.41383
1390, 0.33457
1391, 0.44273
1392, 0.37663
1393, 0.76836
1394, 0.30310
1395, 0.80453
1396, 0.75135
1397, 0.58869
1398, 0.25030
1399, 0.43982
1400, 0.57967
1401, 0.26134
1402, 0.88005
1403, 0.62163
1404, 0.65788
1405, 0.69507
1406, 0.90215
1407, 0.65020
1408, 0.36105
1409, 0.29201
1410, 0.34177
1411, 0.29789
1412, 0.19573
1413, 0.48670
1414, 0.22007
1415, 0.32670
1416, 0.32217
1417, 0.40986
1418, 0.47065
1419, 0.96539
1420, 0.57677
1421, 0.53245
1422, 0.88493
1423, 0.20858
1424, 0.33514
1425, 0.55457
1426, 0.66147
1427, 0.94133
1428, 0.23627
1429, 0.70058
1430, 0.65828
1431, 0.60978
1432, 0.44467
1433, 0.43391
1434, 0.70623
1435, 0.93786
1436, 0.85616
1437, 0.47646
1438, 0.52450
1439, 0.68130
1440, 0.31030
1441, 0.64202
1442, 0.59460
1443, 0.34566
1444, 0.66550
1445, 0.29972
1446, 0.64882
1447, 0.47294
1448, 0.57238
1449, 0.41414
1450, 0.55629
1451, 0.77051
1452, 0.51375
1453, 0.49596
1454, 0.64004
1455, 0.40091
1456, 0.79624
1457, 0.89717
1458, 0.49290
1459, 0.30249
1460, 0.29419
1461, 0.29094
1462, 0.86213
1463, 0.37831
1464, 0.36321
1465, 0.23653
1466, 0.56819
1467, 0.24689
1468, 0.35923
1469, 0.15167
1470, 0.53441
1471, 0.38347
1472, 0.28730
1473, 0.22419
1474, 0.57014
1475, 0.30338
1476, 0.72801
1477, 0.25587
1478, 0.15454
1479, 0.40767
1480, 0.69085
1481, 0.27700
1482, 0.39544
1483, 0.80483
1484, 0.60464
1485, 0.53880
1486, 0.29229
1487, 0.72683
1488, 0.20465
1489, 0.66336
1490, 0.41519
1491, 0.90669
1492, 0.36384
1493, 0.47022
1494, 0.56206
1495, 0.28590
1496, 0.27095
1497, 0.21908
1498, 0.28997
1499, 0.34561
1500, 0.98804
1501, 0.94231
1502, 0.44190
1503, 0.89063
1504, 0.63839
1505, 0.58311
1506, 0.22235
1507, 0.40181
1508, 0.60799
1509, 0.91488
1510, 0.67726
1511, 0.64488
1512, 0.71828
1513, 0.72269
1514, 0.44956
1515, 0.36285
1516, 0.45063
1517, 0.30887
1518, 0.44045
1519, 0.51382
1520, 0.70654
1521, 0.36907
1522, 0.69121
1523, 0.71286
1524, 0.27406
1525, 0.50090
1526, 0.45004
1527, 0.50176
1528, 0.21812
1529, 0.69382
1530, 0.36479
1531, 0.83543
1532, 0.75757
1533, 0.42658
1534, 0.40987
1535, 0.69136
1536, 0.90855
1537, 0.44587
1538, 0.41687
1539, 0.24838
1540, 0.31581
1541, 0.33338
1542, 0.17127
1543, 0.28821
1544, 0.86419
1545, 0.13803
1546, 0.40343
1547, 0.40626
1548, 0.56507
1549, 0.39925
1550, 0.24261
1551, 0.50236
1552, 0.37918
1553, 0.54501
1554, 0.50269
1555, 0.29029
1556, 0.59653
1557, 0.48750
1558, 0.29563
1559, 0.58173
1560, 0.56114
1561, 0.26792
1562, 0.38828
1563, 0.41590
1564, 0.30005
1565, 0.56465
1566, 0.38281
1567, 0.92877
1568, 0.58558
1569, 0.95811
1570, 0.46826
1571, 0.24196
1572, 0.29604
1573, 0.27467
1574, 0.88688
1575, 0.37185
1576, 0.29250
1577, 0.32449
1578, 0.51385
1579, 0.14377
1580, 0.42099
1581, 0.72913
1582, 0.18534
1583, 0.86253
1584, 0.40373
1585, 0.77406
1586, 0.22916
1587, 0.36772
1588, 0.75338
1589, 0.98312
1590, 0.81232
1591, 0.22725
1592, 0.28135
1593, 0.45965
1594, 0.11268
1595, 0.53566
1596, 0.86726
1597, 0.36212
1598, 0.45447
1599, 0.58810
1600, 0.63763
1601, 0.82614
1602, 0.39229
1603, 0.33100
1604, 0.41099
1605, 0.26603
1606, 0.67830
1607, 0.77288
1608, 0.22854
1609, 0.38325
1610, 0.76095
1611, 0.53650
1612, 0.47609
1613, 0.52489
1614, 0.73116
1615, 0.59288
1616, 0.95537
1617, 0.45402
1618, 0.36790
1619, 0.25667
1620, 0.33954
1621, 0.95568
1622, 0.56236
1623, 0.76497
1624, 0.51618
1625, 0.68439
1626, 0.37403
1627, 0.32622
1628, 0.63020
1629, 0.76807
1630, 0.36731
1631, 0.36924
1632, 0.32770
1633, 0.87134
1634, 0.51454
1635, 0.83744
1636, 0.44318
1637, 0.79355
1638, 0.47511
1639, 0.30541
1640, 0.39126
1641, 0.99015
1642, 0.39636
1643, 0.32470
1644, 0.82089
1645, 0.92116
1646, 0.93525
1647, 0.97681
1648, 0.86851
1649, 0.94689
1650, 0.31062
1651, 0.47216
1652, 0.38509
1653, 0.96773
1654, 0.93989
1655, 0.81482
1656, 0.36479
1657, 0.92026
1658, 0.26534
1659, 0.59206
1660, 0.76431
1661, 0.24757
1662, 0.59691
1663, 0.21745
